Begin,End,Activity,Case,Duration
2023-03-24 10:33:30,2023-03-24 10:38:57,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:05:27
2023-03-24 12:41:42,2023-03-24 12:43:37,Organizing national and international travelling,BPM conference 2023,0 days 00:01:55
2023-03-24 13:08:20,2023-03-24 13:13:30,Communicating about events,ECIS conference 2023,0 days 00:05:10
2023-03-24 13:13:48,2023-03-24 13:14:09,Communicating about events,ECIS conference 2023,0 days 00:00:21
2023-03-24 13:15:27,2023-03-24 13:15:30,Communicating about events,ECIS conference 2023,0 days 00:00:03
2023-03-24 13:16:45,2023-03-24 13:17:24,Communicating about events,ECIS conference 2023,0 days 00:00:39
2023-03-24 13:24:35,2023-03-24 13:28:38,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:04:03
2023-03-24 13:28:56,2023-03-24 13:30:33,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:37
"2023-03-24 13:30:33,2023-03-24 13:30:42,""Discussing the structure, provision and progress of the assignment with students"",***name69***,0 days 00:00:09"
2023-03-24 13:30:42,2023-03-24 13:33:30,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:02:48
2023-03-24 13:33:33,2023-03-24 13:34:33,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:00
2023-03-24 13:36:21,2023-03-24 13:38:06,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:45
"2023-03-24 13:39:18,2023-03-24 13:39:21,""Discussing the structure, provision and progress of the assignment with students"",***name69***,0 days 00:00:03"
2023-03-24 13:39:21,2023-03-24 13:40:39,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:18
2023-03-24 13:41:36,2023-03-24 13:56:42,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:15:06
2023-03-24 13:59:34,2023-03-24 14:06:44,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:07:10
2023-03-24 14:07:47,2023-03-24 14:07:59,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:00:12
2023-03-24 14:11:45,2023-03-24 14:16:28,Conducting research,Active Window Tracking,0 days 00:04:43
2023-03-24 14:16:28,2023-03-24 14:16:34,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:00:06
2023-03-24 14:18:19,2023-03-24 14:44:45,Conducting research,Active Window Tracking,0 days 00:26:26
2023-03-24 14:44:54,2023-03-24 14:45:15,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:00:21
2023-03-24 14:59:20,2023-03-24 15:04:29,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:05:09
2023-03-24 15:05:20,2023-03-24 15:06:47,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:27
2023-03-24 15:07:15,2023-03-24 15:08:21,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:06
2023-03-24 15:15:25,2023-03-24 15:17:43,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:02:18
2023-03-24 15:18:25,2023-03-24 15:19:38,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:13
2023-03-24 15:42:15,2023-03-24 15:43:24,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:09
2023-03-24 15:47:25,2023-03-24 15:48:37,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:12
2023-03-24 15:51:26,2023-03-24 15:53:17,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:51
2023-03-24 15:55:08,2023-03-24 15:58:57,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:03:49
2023-03-24 16:06:26,2023-03-24 16:07:29,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:03
2023-03-24 16:08:50,2023-03-24 16:09:57,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:07
2023-03-24 16:10:09,2023-03-24 16:12:09,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:02:00
2023-03-24 16:12:54,2023-03-24 16:14:12,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:18
2023-03-24 16:14:21,2023-03-24 16:15:25,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:04
2023-03-24 16:17:46,2023-03-24 16:19:10,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:24
2023-03-24 16:27:56,2023-03-24 16:29:00,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:04
2023-03-24 16:33:51,2023-03-24 16:37:43,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:03:52
2023-03-24 16:40:53,2023-03-24 16:42:35,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:42
2023-03-24 16:43:47,2023-03-24 16:45:09,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:22
2023-03-24 16:46:03,2023-03-24 16:46:33,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:00:30
2023-03-28 09:18:01,2023-03-28 09:18:07,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:00:06
2023-03-28 09:18:23,2023-03-28 09:18:26,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:00:03
2023-03-28 09:18:41,2023-03-28 09:18:44,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:00:03
2023-03-28 09:18:56,2023-03-28 09:24:08,Assessing exams and giving marks,BPM course,0 days 00:05:12
2023-03-28 09:24:20,2023-03-28 09:26:15,Assessing exams and giving marks,BPM course,0 days 00:01:55
2023-03-28 09:26:15,2023-03-28 09:27:12,Communicating about events,ECIS conference 2023,0 days 00:00:57
2023-03-28 09:27:36,2023-03-28 09:28:51,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:15
2023-03-28 09:28:51,2023-03-28 09:28:54,Communicating about events,ECIS conference 2023,0 days 00:00:03
2023-03-28 09:28:54,2023-03-28 09:29:12,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:00:18
2023-03-28 09:29:12,2023-03-28 09:29:15,Communicating about events,ECIS conference 2023,0 days 00:00:03
2023-03-28 09:29:15,2023-03-28 09:29:33,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:00:18
2023-03-28 09:31:52,2023-03-28 09:31:55,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:00:03
2023-03-28 10:15:58,2023-03-28 10:16:01,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:00:03
2023-03-28 10:21:17,2023-03-28 10:26:03,Adapting the publication following responses from reviewers and fellow researchers,ECIS paper on RPA priorities,0 days 00:04:46
2023-03-28 10:26:09,2023-03-28 10:43:48,Adapting the publication following responses from reviewers and fellow researchers,ECIS paper on RPA priorities,0 days 00:17:39
2023-03-28 10:44:24,2023-03-28 11:01:08,Adapting the publication following responses from reviewers and fellow researchers,RCIS paper on recording techniques,0 days 00:16:44
2023-03-28 11:04:06,2023-03-28 11:04:15,Adapting the publication following responses from reviewers and fellow researchers,RCIS paper on recording techniques,0 days 00:00:09
2023-03-28 11:04:18,2023-03-28 11:07:39,Assessing exams and giving marks,BPM course,0 days 00:03:21
2023-03-28 11:07:42,2023-03-28 11:07:48,Adapting the publication following responses from reviewers and fellow researchers,RCIS paper on recording techniques,0 days 00:00:06
2023-03-28 11:07:48,2023-03-28 11:11:01,Assessing exams and giving marks,BPM course,0 days 00:03:13
2023-03-28 11:13:28,2023-03-28 11:14:40,Actively contributing to social debates,Future of Work Think paper,0 days 00:01:12
2023-03-28 11:16:11,2023-03-28 11:17:41,Actively contributing to social debates,Future of Work Think paper,0 days 00:01:30
2023-03-28 11:17:47,2023-03-28 11:19:41,Actively contributing to social debates,Future of Work Think paper,0 days 00:01:54
2023-03-28 11:33:35,2023-03-28 11:34:53,Adapting the publication following responses from reviewers and fellow researchers,ECIS paper on RPA priorities,0 days 00:01:18
2023-03-28 11:39:03,2023-03-28 12:29:44,Adapting the publication following responses from reviewers and fellow researchers,ECIS paper on RPA priorities,0 days 00:50:41
2023-03-28 13:22:25,2023-03-28 13:22:28,Actively contributing to social debates,Future of Work Think paper,0 days 00:00:03
2023-03-28 13:22:31,2023-03-28 13:22:34,Actively contributing to social debates,Future of Work Think paper,0 days 00:00:03
"2023-03-28 13:23:40,2023-03-28 13:24:37,""Discussing the structure, provision and progress of the assignment with students"",***name31***,0 days 00:00:57"
"2023-03-28 13:25:29,2023-03-28 13:36:41,""Discussing the structure, provision and progress of the assignment with students"",***name31***,0 days 00:11:12"
"2023-03-28 13:38:56,2023-03-28 13:42:38,""Discussing the structure, provision and progress of the assignment with students"",***name31***,0 days 00:03:42"
"2023-03-28 13:43:02,2023-03-28 13:45:39,""Discussing the structure, provision and progress of the assignment with students"",***name31***,0 days 00:02:37"
"2023-03-28 13:48:24,2023-03-28 13:50:09,""Discussing the structure, provision and progress of the assignment with students"",***name31***,0 days 00:01:45"
"2023-03-28 13:52:18,2023-03-28 13:54:48,""Discussing the structure, provision and progress of the assignment with students"",***name31***,0 days 00:02:30"
"2023-03-28 13:55:03,2023-03-28 14:01:54,""Discussing the structure, provision and progress of the assignment with students"",***name31***,0 days 00:06:51"
"2023-03-28 14:02:33,2023-03-28 14:04:48,""Discussing the structure, provision and progress of the assignment with students"",***name31***,0 days 00:02:15"
"2023-03-28 14:05:03,2023-03-28 14:15:30,""Discussing the structure, provision and progress of the assignment with students"",***name31***,0 days 00:10:27"
"2023-03-28 14:25:25,2023-03-28 14:26:32,""Discussing the structure, provision and progress of the assignment with students"",***name31***,0 days 00:01:07"
2023-04-02 11:06:06,2023-04-02 11:28:16,Conducting research,Active Window Tracking,0 days 00:22:10
2023-04-02 15:19:46,2023-04-02 15:38:01,Conducting research,Active Window Tracking,0 days 00:18:15
2023-04-02 15:39:41,2023-04-02 15:40:50,Conducting research,Active Window Tracking,0 days 00:01:09
2023-04-02 15:45:45,2023-04-02 15:59:20,Conducting research,Active Window Tracking,0 days 00:13:35
2023-04-02 15:59:38,2023-04-02 16:13:20,Conducting research,Active Window Tracking,0 days 00:13:42
2023-04-02 16:14:53,2023-04-02 16:31:50,Conducting research,Active Window Tracking,0 days 00:16:57
2023-04-02 16:31:53,2023-04-02 17:30:40,Conducting research,Active Window Tracking,0 days 00:58:47
2023-04-02 17:35:23,2023-04-02 18:00:27,Conducting research,Active Window Tracking,0 days 00:25:04
2023-04-02 18:00:36,2023-04-02 18:12:09,Conducting research,Active Window Tracking,0 days 00:11:33
